SERIAL_NO,NAME,SITE_CLASS,DIS_ACCESS,ACCESS_DSC,COMMENTS,MAINT_BY,DESCRIPTION,TYPE,SUBURB,REGION,LOCAL_GOV_AREA,LONGITUDE,LATITUDE,join_siteI,POSTCODE,POSTCODE_SUBURB,,EVENTS
1156,HALF MOON BAY,NA,NA,NA,NA,NA,No Description,Beach,MOUNT ELIZA,SOUTHERN METROPOLITAN,MORNINGTON,145.0792,-38.1737999,69088979-01eb-4b48-9535-22b6d69421ec,3930,3930 - MOUNT ELIZA,,https://freshlife.tk/beach/
1157,PELICAN POINT,NA,NA,NA,NA,NA,No Description,Beach,MOUNT ELIZA,SOUTHERN METROPOLITAN,MORNINGTON,145.0885,-38.1650999,69088979-01eb-4b48-9535-22b6d69421ec,3930,3930 - MOUNT ELIZA,,https://freshlife.tk/beach/
1158,DAVEYS BAY,NA,NA,NA,NA,NA,No Description,Beach,MOUNT ELIZA,SOUTHERN METROPOLITAN,MORNINGTON,145.0916,-38.1653999,69088979-01eb-4b48-9535-22b6d69421ec,3930,3930 - MOUNT ELIZA,,https://freshlife.tk/beach/
1159,HALF MOON BAY,NA,NA,NA,NA,NA,No Description,Beach,BLACK ROCK,SOUTHERN METROPOLITAN,BAYSIDE,145.01,-37.9693999,d56ede8c-637a-41e9-a055-f53198e9456a,3193,3193 - BLACK ROCK,,https://freshlife.tk/beach/
1160,HAMPTON,NA,NA,NA,NA,NA,No Description,Beach,HAMPTON,SOUTHERN METROPOLITAN,BAYSIDE,144.998,-37.9418999,d56ede8c-637a-41e9-a055-f53198e9456a,3188,3188 - HAMPTON,,https://freshlife.tk/beach/
1161,SANDON STREET,NA,NA,NA,NA,NA,No Description,Beach,BRIGHTON,SOUTHERN METROPOLITAN,BAYSIDE,144.9832,-37.9071999,d56ede8c-637a-41e9-a055-f53198e9456a,3186,3186 - BRIGHTON,,https://freshlife.tk/beach/
1163,WEBB DOCK,NA,NA,NA,NA,NA,No Description,Beach,PORT MELBOURNE,SOUTHERN METROPOLITAN,MELBOURNE,144.9032,-37.8419999,7ce51178-b20b-4dc6-92f1-cbdb6c76f409,3207,3207 - PORT MELBOURNE,,https://freshlife.tk/beach/
1164,MOUNT MARTHA SOUTH,NA,NA,NA,NA,NA,No Description,Beach,MOUNT MARTHA,SOUTHERN METROPOLITAN,MORNINGTON,145.0098,-38.2694999,69088979-01eb-4b48-9535-22b6d69421ec,3934,3934 - MOUNT MARTHA,,https://freshlife.tk/beach/
1165,MOUNT MARTHA NORTH,NA,NA,NA,NA,NA,No Description,Beach,MOUNT MARTHA,SOUTHERN METROPOLITAN,MORNINGTON,145.0172,-38.2624999,69088979-01eb-4b48-9535-22b6d69421ec,3934,3934 - MOUNT MARTHA,,https://freshlife.tk/beach/
1166,HAWKER,NA,NA,NA,NA,NA,No Description,Beach,MOUNT MARTHA,SOUTHERN METROPOLITAN,MORNINGTON,145.0226,-38.2571999,69088979-01eb-4b48-9535-22b6d69421ec,3934,3934 - MOUNT MARTHA,,https://freshlife.tk/beach/
1167,SKELETON CREEK,NA,NA,NA,NA,NA,No Description,Beach,ALTONA MEADOWS,SOUTHERN METROPOLITAN,HOBSONS BAY,144.8061,-37.8900999,15b90658-97fe-42a4-8bb8-cfc5cc90cdc9,3028,3028 - ALTONA MEADOWS,,https://freshlife.tk/beach/
1168,POINT COOK HOMESTEAD,NA,NA,NA,NA,NA,No Description,Beach,POINT COOK,SOUTHERN METROPOLITAN,WYNDHAM,144.7944,-37.9256999,15b90658-97fe-42a4-8bb8-cfc5cc90cdc9,3030,3030 - POINT COOK,,https://freshlife.tk/beach/
1169,CAMPBELLS COVE NORTH,NA,NA,NA,NA,NA,No Description,Beach,WERRIBEE SOUTH,SOUTHERN METROPOLITAN,WYNDHAM,144.7334,-37.9449999,15b90658-97fe-42a4-8bb8-cfc5cc90cdc9,3030,3030 - WERRIBEE SOUTH,,https://freshlife.tk/beach/
1170,LAKE BOWRIE,NA,NA,NA,NA,NA,No Description,Beach,POINT WILSON,BARWON SOUTHWEST,GREATER GEELONG,144.5803,-38.0123999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3212,3212 - POINT WILSON,,https://freshlife.tk/beach/
1171,BEACON POINT,NA,NA,NA,NA,NA,No Description,Beach,POINT WILSON,BARWON SOUTHWEST,GREATER GEELONG,144.5683,-38.0231999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3212,3212 - POINT WILSON,,https://freshlife.tk/beach/
1172,BEACON POINT BOAT RAMP,NA,NA,NA,NA,NA,No Description,Beach,POINT WILSON,BARWON SOUTHWEST,GREATER GEELONG,144.5627,-38.0286999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3212,3212 - POINT WILSON,,https://freshlife.tk/beach/
1173,KIRK POINT,NA,NA,NA,NA,NA,No Description,Beach,POINT WILSON,BARWON SOUTHWEST,GREATER GEELONG,144.5582,-38.0357999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3212,3212 - POINT WILSON,,https://freshlife.tk/beach/
1174,KIRK POINT WEST,NA,NA,NA,NA,NA,No Description,Beach,POINT WILSON,BARWON SOUTHWEST,GREATER GEELONG,144.5484,-38.0381999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3212,3212 - POINT WILSON,,https://freshlife.tk/beach/
1175,SAND HUMMOCKS NORTH,NA,NA,NA,NA,NA,No Description,Beach,POINT WILSON,BARWON SOUTHWEST,GREATER GEELONG,144.529,-38.0471999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3212,3212 - POINT WILSON,,https://freshlife.tk/beach/
1176,SAND HUMMOCKS MID,NA,NA,NA,NA,NA,No Description,Beach,POINT WILSON,BARWON SOUTHWEST,GREATER GEELONG,144.5157,-38.0588999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3212,3212 - POINT WILSON,,https://freshlife.tk/beach/
1177,SAND HUMMOCKS SOUTH,NA,NA,NA,NA,NA,No Description,Beach,POINT WILSON,BARWON SOUTHWEST,GREATER GEELONG,144.5134,-38.0673999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3212,3212 - POINT WILSON,,https://freshlife.tk/beach/
1178,POINT WILSON NORTH,NA,NA,NA,NA,NA,No Description,Beach,POINT WILSON,BARWON SOUTHWEST,GREATER GEELONG,144.5101,-38.0803999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3212,3212 - POINT WILSON,,https://freshlife.tk/beach/
1179,SNAKE ISLAND,NA,NA,NA,NA,NA,No Description,Beach,AVALON,BARWON SOUTHWEST,GREATER GEELONG,144.4726,-38.0813999,5fa9b7aa-651d-4c9d-96b1-8f6813b2d933,3212,3212 - AVALON,,https://freshlife.tk/beach/
1180,CAPE WOOLAMAI NORTH 1,NA,NA,NA,NA,NA,No Description,Beach,CAPE WOOLAMAI,GIPPSLAND,BASS COAST,145.3538,-38.5508999,6006c323-1709-4b4f-a048-040f51cc801e,3925,3925 - CAPE WOOLAMAI,,https://freshlife.tk/beach/
1181,CAPE WOOLAMAI NORTH 2,NA,NA,NA,NA,NA,No Description,Beach,CAPE WOOLAMAI,GIPPSLAND,BASS COAST,145.36,-38.5523999,6006c323-1709-4b4f-a048-040f51cc801e,3925,3925 - CAPE WOOLAMAI,,https://freshlife.tk/beach/
1182,MAGIC LANDS,NA,NA,NA,NA,NA,No Description,Beach,CAPE WOOLAMAI,GIPPSLAND,BASS COAST,145.3447,-38.5584999,6006c323-1709-4b4f-a048-040f51cc801e,3925,3925 - CAPE WOOLAMAI,,https://freshlife.tk/beach/
1183,RACETRACK,NA,NA,NA,NA,NA,No Description,Beach,VENTNOR,GIPPSLAND,BASS COAST,145.234,-38.5110999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - VENTNOR,,https://freshlife.tk/beach/
1184,JESSIE,NA,NA,NA,NA,NA,No Description,Beach,VENTNOR,GIPPSLAND,BASS COAST,145.2321,-38.5140999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - VENTNOR,,https://freshlife.tk/beach/
1185,SHELLY,NA,NA,NA,NA,NA,No Description,Beach,SUMMERLANDS,GIPPSLAND,BASS COAST,145.1342,-38.5093999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - SUMMERLANDS,,https://freshlife.tk/beach/
1186,COWRIE BAY,NA,NA,NA,NA,NA,No Description,Beach,SUMMERLANDS,GIPPSLAND,BASS COAST,145.1248,-38.5100999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - SUMMERLANDS,,https://freshlife.tk/beach/
1187,ANGELINA,NA,NA,NA,NA,NA,No Description,Beach,VENTNOR,GIPPSLAND,BASS COAST,145.159,-38.4737999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - VENTNOR,,https://freshlife.tk/beach/
1188,HEN AND CHICKEN,NA,NA,NA,NA,NA,No Description,Beach,VENTNOR,GIPPSLAND,BASS COAST,145.1642,-38.4690999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - VENTNOR,,https://freshlife.tk/beach/
1189,ELIZABETH COVE,NA,NA,NA,NA,NA,No Description,Beach,VENTNOR,GIPPSLAND,BASS COAST,145.172,-38.4666999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - VENTNOR,,https://freshlife.tk/beach/
1190,VENTNOR,NA,NA,NA,NA,NA,No Description,Beach,VENTNOR,GIPPSLAND,BASS COAST,145.1831,-38.4612999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - VENTNOR,,https://freshlife.tk/beach/
1191,SALTWATER CREEK,NA,NA,NA,NA,NA,No Description,Beach,VENTNOR,GIPPSLAND,BASS COAST,145.1933,-38.4574999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - VENTNOR,,https://freshlife.tk/beach/
1192,RED ROCK EAST,NA,NA,NA,NA,NA,No Description,Beach,COWES,GIPPSLAND,BASS COAST,145.2025,-38.4522999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - COWES,,https://freshlife.tk/beach/
1193,SHEOAK,NA,NA,NA,NA,NA,No Description,Beach,COWES,GIPPSLAND,BASS COAST,145.2145,-38.4504999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - COWES,,https://freshlife.tk/beach/
1194,YACHT CLUB,NA,NA,NA,NA,NA,No Description,Beach,COWES,GIPPSLAND,BASS COAST,145.23,-38.4506999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - COWES,,https://freshlife.tk/beach/
1195,MUSSEL ROCKS,NA,NA,NA,NA,NA,No Description,Beach,COWES,GIPPSLAND,BASS COAST,145.2369,-38.4489999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - COWES,,https://freshlife.tk/beach/
1196,COWES,NA,NA,NA,NA,NA,No Description,Beach,COWES,GIPPSLAND,BASS COAST,145.2402,-38.4487999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - COWES,,https://freshlife.tk/beach/
1197,OBSERVATION,NA,NA,NA,NA,NA,No Description,Beach,SILVERLEAVES,GIPPSLAND,BASS COAST,145.2709,-38.4524999,6006c323-1709-4b4f-a048-040f51cc801e,3922,3922 - SILVERLEAVES,,https://freshlife.tk/beach/
1198,BALNARRING WEST,NA,NA,NA,NA,NA,No Description,Beach,BALNARRING BEACH,SOUTHERN METROPOLITAN,MORNINGTON,145.1158,-38.3962999,69088979-01eb-4b48-9535-22b6d69421ec,3926,3926 - BALNARRING BEACH,,https://freshlife.tk/beach/
1199,EAST CREEK,NA,NA,NA,NA,NA,No Description,Beach,MERRICKS,SOUTHERN METROPOLITAN,MORNINGTON,145.0812,-38.4142999,69088979-01eb-4b48-9535-22b6d69421ec,3916,3916 - MERRICKS,,https://freshlife.tk/beach/
1200,POINT LEO,NA,NA,NA,NA,NA,No Description,Beach,POINT LEO,SOUTHERN METROPOLITAN,MORNINGTON,145.0752,-38.4230999,69088979-01eb-4b48-9535-22b6d69421ec,3916,3916 - POINT LEO,,https://freshlife.tk/beach/
1201,POINT LEO POINT,NA,NA,NA,NA,NA,No Description,Beach,POINT LEO,SOUTHERN METROPOLITAN,MORNINGTON,145.0763,-38.4257999,69088979-01eb-4b48-9535-22b6d69421ec,3916,3916 - POINT LEO,,https://freshlife.tk/beach/
1202,SHOREHAM CAMPING,NA,NA,NA,NA,NA,No Description,Beach,SHOREHAM,SOUTHERN METROPOLITAN,MORNINGTON,145.0496,-38.4310999,69088979-01eb-4b48-9535-22b6d69421ec,3916,3916 - SHOREHAM,,https://freshlife.tk/beach/
1203,SHOREHAM,NA,NA,NA,NA,NA,No Description,Beach,SHOREHAM,SOUTHERN METROPOLITAN,MORNINGTON,145.0444,-38.4373999,69088979-01eb-4b48-9535-22b6d69421ec,3916,3916 - SHOREHAM,,https://freshlife.tk/beach/
1204,PINES,NA,NA,NA,NA,NA,No Description,Beach,SHOREHAM,SOUTHERN METROPOLITAN,MORNINGTON,145.0393,-38.4443999,69088979-01eb-4b48-9535-22b6d69421ec,3916,3916 - SHOREHAM,,https://freshlife.tk/beach/
1205,BEACH 240,NA,NA,NA,NA,NA,No Description,Beach,SHOREHAM,SOUTHERN METROPOLITAN,MORNINGTON,145.037,-38.4503999,69088979-01eb-4b48-9535-22b6d69421ec,3916,3916 - SHOREHAM,,https://freshlife.tk/beach/
1206,MUSK CREEK,NA,NA,NA,NA,NA,No Description,Beach,FLINDERS,SOUTHERN METROPOLITAN,MORNINGTON,145.0323,-38.4559999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3929,3929 - FLINDERS,,https://freshlife.tk/beach/
1207,MORNINGTON PARK,NA,NA,NA,NA,NA,No Description,Beach,FLINDERS,SOUTHERN METROPOLITAN,MORNINGTON,145.0306,-38.4624999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3929,3929 - FLINDERS,,https://freshlife.tk/beach/
1208,DODDS CREEK,NA,NA,NA,NA,NA,No Description,Beach,FLINDERS,SOUTHERN METROPOLITAN,MORNINGTON,145.0284,-38.4686999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3929,3929 - FLINDERS,,https://freshlife.tk/beach/
1209,KENNON COVE,NA,NA,NA,NA,NA,No Description,Beach,FLINDERS,SOUTHERN METROPOLITAN,MORNINGTON,145.0237,-38.4780999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3929,3929 - FLINDERS,,https://freshlife.tk/beach/
1210,SIMMONS BAY,NA,NA,NA,NA,NA,No Description,Beach,FLINDERS,SOUTHERN METROPOLITAN,MORNINGTON,144.9417,-38.4923999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3929,3929 - FLINDERS,,https://freshlife.tk/beach/
1211,BUSHRANGER BAY,NA,NA,NA,NA,NA,No Description,Beach,FLINDERS,SOUTHERN METROPOLITAN,MORNINGTON,144.914,-38.4927999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3929,3929 - FLINDERS,,https://freshlife.tk/beach/
1212,SULLIVAN BAY,NA,NA,NA,NA,NA,No Description,Beach,SORRENTO,SOUTHERN METROPOLITAN,MORNINGTON,144.7593,-38.3489999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3943,3943 - SORRENTO,,https://freshlife.tk/beach/
1213,BLAIRGOWRIE,NA,NA,NA,NA,NA,No Description,Beach,BLAIRGOWRIE,SOUTHERN METROPOLITAN,MORNINGTON,144.7823,-38.3629999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3942,3942 - BLAIRGOWRIE,,https://freshlife.tk/beach/
1214,RYE,NA,NA,NA,NA,NA,No Description,Beach,RYE,SOUTHERN METROPOLITAN,MORNINGTON,144.8318,-38.3717999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3941,3941 - RYE,,https://freshlife.tk/beach/
1215,POINT NEPEAN JETTY,NA,NA,NA,NA,NA,No Description,Beach,PORTSEA,SOUTHERN METROPOLITAN,MORNINGTON,144.6517,-38.3038999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3944,3944 - PORTSEA,,https://freshlife.tk/beach/
1216,NEPEAN BAY 2,NA,NA,NA,NA,NA,No Description,Beach,PORTSEA,SOUTHERN METROPOLITAN,MORNINGTON,144.6575,-38.3074999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3944,3944 - PORTSEA,,https://freshlife.tk/beach/
1217,NEPEAN BAY 3,NA,NA,NA,NA,NA,No Description,Beach,PORTSEA,SOUTHERN METROPOLITAN,MORNINGTON,144.6619,-38.3086999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3944,3944 - PORTSEA,,https://freshlife.tk/beach/
1218,OBSERVATORY POINT,NA,NA,NA,NA,NA,No Description,Beach,PORTSEA,SOUTHERN METROPOLITAN,MORNINGTON,144.6722,-38.3075999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3944,3944 - PORTSEA,,https://freshlife.tk/beach/
1219,TICONDEROGA BAY,NA,NA,NA,NA,NA,No Description,Beach,PORTSEA,SOUTHERN METROPOLITAN,MORNINGTON,144.688,-38.3110999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3944,3944 - PORTSEA,,https://freshlife.tk/beach/
1220,CADET,NA,NA,NA,NA,NA,No Description,Beach,PORTSEA,SOUTHERN METROPOLITAN,MORNINGTON,144.6986,-38.3148999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3944,3944 - PORTSEA,,https://freshlife.tk/beach/
1221,WEROONA BAY (PORTSEA),NA,NA,NA,NA,NA,No Description,Beach,PORTSEA,SOUTHERN METROPOLITAN,MORNINGTON,144.7099,-38.3199999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3944,3944 - PORTSEA,,https://freshlife.tk/beach/
1222,SNAKE ISLAND WEST 2,NA,NA,NA,NA,NA,No Description,Beach,AVALON,BARWON SOUTHWEST,GREATER GEELONG,144.4566,-38.0791999,5fa9b7aa-651d-4c9d-96b1-8f6813b2d933,3212,3212 - AVALON,,https://freshlife.tk/beach/
1223,ST HELENS,NA,NA,NA,NA,NA,No Description,Beach,RIPPLESIDE,BARWON SOUTHWEST,GREATER GEELONG,144.3568,-38.1251999,5fa9b7aa-651d-4c9d-96b1-8f6813b2d933,3215,3215 - RIPPLESIDE,,https://freshlife.tk/beach/
1224,RIPPLESIDE,NA,NA,NA,NA,NA,No Description,Beach,DRUMCONDRA,BARWON SOUTHWEST,GREATER GEELONG,144.356,-38.1298999,5fa9b7aa-651d-4c9d-96b1-8f6813b2d933,3215,3215 - DRUMCONDRA,,https://freshlife.tk/beach/
1225,WESTERN,NA,NA,NA,NA,NA,No Description,Beach,GEELONG,BARWON SOUTHWEST,GREATER GEELONG,144.355,-38.1402999,5fa9b7aa-651d-4c9d-96b1-8f6813b2d933,3220,3220 - GEELONG,,https://freshlife.tk/beach/
1226,EASTERN,NA,NA,NA,NA,NA,No Description,Beach,GEELONG,BARWON SOUTHWEST,GREATER GEELONG,144.3701,-38.1481999,5fa9b7aa-651d-4c9d-96b1-8f6813b2d933,3220,3220 - GEELONG,,https://freshlife.tk/beach/
1227,POINT HENRY,NA,NA,NA,NA,NA,No Description,Beach,MOOLAP,BARWON SOUTHWEST,GREATER GEELONG,144.426,-38.1300999,5fa9b7aa-651d-4c9d-96b1-8f6813b2d933,3224,3224 - MOOLAP,,https://freshlife.tk/beach/
1228,SEABRAE-SANDS,NA,NA,NA,NA,NA,No Description,Beach,LEOPOLD,BARWON SOUTHWEST,GREATER GEELONG,144.4571,-38.1603999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3224,3224 - LEOPOLD,,https://freshlife.tk/beach/
